1183810:
 num     #instances         #bytes  class name (module)
2130:             7            112  net.minecraft.world.entity.npc.VillagerType (minecraft@1.20.1)
2131:             2            112  net.minecraft.world.item.ItemFrameItem (minecraft@1.20.1)
2132:             2            112  net.minecraft.world.item.PlaceOnWaterBlockItem (minecraft@1.20.1)
2133:             7            112  net.minecraft.world.item.crafting.RecipeType$1 (minecraft@1.20.1)
2134:             7            112  net.minecraft.world.level.levelgen.feature.stateproviders.BlockStateProviderType (minecraft@1.20.1)
2135:             7            112  net.minecraftforge.eventbus.EventBus$$Lambda$4261/0x0000000800ba73d0 (net.minecraftforge.eventbus)
2136:             2            112  net.minecraftforge.network.simple.SimpleChannel$MessageBuilder (forge@47.4.13)
2137:             2            112  org.antlr.v4.runtime.atn.ATN (org.antlr.antlr4.runtime@4.9.1)
2138:             2            112  org.spongepowered.asm.mixin.MixinEnvironment (org.spongepowered.mixin)
2139:             2            112  sun.security.ec.ed.EdDSAParameters (jdk.crypto.ec@17.0.15)
2140:             1            104  [Lorg.apache.logging.log4j.core.util.datetime.FixedDateFormat$FixedFormat; (org.apache.logging.log4j.core@2.19.0)
2141:             3            104  [Lorg.openjdk.nashorn.internal.codegen.CompilationPhase; (org.openjdk.nashorn)
2142:             1            104  [Lsun.security.ssl.SSLHandshake; (java.base@17.0.15)
2143:             1            104  [Lsun.security.ssl.SignatureScheme; (java.base@17.0.15)
2144:             2            104  [Lsun.util.logging.PlatformLogger$Level; (java.base@17.0.15)
2145:             1            104  com.mojang.blaze3d.platform.Window (minecraft@1.20.1)
2146:             1            104  com.sun.crypto.provider.SunJCE (java.base@17.0.15)
2147:             1            104  com.sun.security.sasl.Provider (java.security.sasl@17.0.15)
2148:             1            104  com.sun.security.sasl.gsskerb.JdkSASL (jdk.security.jgss@17.0.15)
2149:             1            104  cpw.mods.modlauncher.TransformingClassLoader (cpw.mods.modlauncher@10.0.9)
2150:             1            104  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base@17.0.15)
2151:             1            104  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@17.0.15)
2152:             1            104  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@17.0.15)
2153:             1            104  net.minecraft.client.MouseHandler (minecraft@1.20.1)
2154:             1            104  net.minecraft.client.model.ArmorStandModel (minecraft@1.20.1)
2155:             1            104  org.jcp.xml.dsig.internal.dom.XMLDSigRI (java.xml.crypto@17.0.15)
2156:             1            104  sun.net.www.protocol.https.HttpsClient (java.base@17.0.15)
2157:             1            104  sun.security.ec.SunEC (jdk.crypto.ec@17.0.15)
2158:             1            104  sun.security.jca.ProviderList$1 (java.base@17.0.15)
2159:             1            104  sun.security.jgss.SunProvider (java.security.jgss@17.0.15)
2160:             1            104  sun.security.provider.certpath.ldap.JdkLDAP (java.naming@17.0.15)
2161:             1            104  sun.security.rsa.SunRsaSign (java.base@17.0.15)
2162:             1            104  sun.security.smartcardio.SunPCSC (java.smartcardio@17.0.15)
2163:             1            104  sun.security.ssl.SunJSSE (java.base@17.0.15)
2164:             2             96  [Lcom.google.common.cache.LocalCache$EntryFactory; (com.google.common@31.1-jre)
2165:             3             96  [Lcom.google.common.collect.MapMakerInternalMap$Segment; (com.google.common@31.1-jre)
2166:             2             96  [Ljava.lang.System$Logger$Level; (java.base@17.0.15)
2167:             2             96  [Ljava.time.DayOfWeek; (java.base@17.0.15)
2168:             4             96  [Ljdk.dynalink.linker.ConversionComparator; (jdk.dynalink@17.0.15)
2169:             2             96  [Ljdk.dynalink.linker.GuardedInvocation; (jdk.dynalink@17.0.15)
2170:             3             96  [Lnet.minecraft.client.AttackIndicatorStatus; (minecraft@1.20.1)
2171:             3             96  [Lnet.minecraft.client.GraphicsStatus; (minecraft@1.20.1)
2172:             3             96  [Lnet.minecraft.client.NarratorStatus; (minecraft@1.20.1)
2173:             3             96  [Lnet.minecraft.client.ParticleStatus; (minecraft@1.20.1)
2174:             3             96  [Lnet.minecraft.client.PrioritizeChunkUpdates; (minecraft@1.20.1)
2175:             3             96  [Lnet.minecraft.world.entity.player.ChatVisiblity; (minecraft@1.20.1)
2176:             2             96  [Lnet.minecraft.world.entity.player.PlayerModelPart; (minecraft@1.20.1)
2177:             2             96  [Lnet.minecraft.world.item.ArmorMaterials; (minecraft@1.20.1)
2178:             4             96  [Lnet.minecraft.world.item.ItemStack; (minecraft@1.20.1)
2179:             3             96  [Lnet.minecraftforge.accesstransformer.AccessTransformer$Modifier; (accesstransformers@8.0.4)
2180:             4             96  [Lnet.minecraftforge.api.distmarker.Dist; (mergetool@1.1.5)
2181:             2             96  [Lorg.apache.logging.log4j.core.Filter; (org.apache.logging.log4j.core@2.19.0)
2182:             2             96  [Lorg.apache.logging.log4j.spi.StandardLevel; (org.apache.logging.log4j@2.19.0)
2183:             3             96  [Lorg.openjdk.nashorn.internal.codegen.types.Type; (org.openjdk.nashorn)
2184:             2             96  [Lsun.security.provider.certpath.OCSPResponse$ResponseStatus; (java.base@17.0.15)
2185:             1             96  [Lsun.util.locale.BaseLocale; (java.base@17.0.15)
2186:             1             96  [[Ljava.lang.Byte; (java.base@17.0.15)
2187:             4             96  com.electronwill.nightconfig.core.io.IndentStyle (com.electronwill.nightconfig.core@3.6.4)
2188:             3             96  com.electronwill.nightconfig.core.io.ParsingMode (com.electronwill.nightconfig.core@3.6.4)
2189:             4             96  com.google.common.base.AbstractIterator$State (com.google.common@31.1-jre)
2190:             4             96  com.google.common.collect.AbstractIterator$State (com.google.common@31.1-jre)
2191:             4             96  com.google.gson.ReflectionAccessFilter$FilterResult (com.google.gson@2.10)
2192:             4             96  com.google.gson.ReflectionAccessFilter$FilterResult
2193:             4             96  com.google.gson.internal.bind.TypeAdapters$30 (com.google.gson@2.10)
2194:             4             96  com.mojang.blaze3d.pipeline.MainTarget$AttachmentState (minecraft@1.20.1)
2195:             3             96  com.mojang.blaze3d.platform.InputConstants$Type (minecraft@1.20.1)
2196:             4             96  com.mojang.blaze3d.platform.NativeImage$InternalGlFormat (minecraft@1.20.1)
2197:             3             96  com.mojang.realmsclient.client.RealmsClient$Environment (minecraft@1.20.1)
2198:             4             96  com.mojang.serialization.MapDecoder$6 (datafixerupper@6.0.8)
2199:             4             96  com.mojang.text2speech.OperatingSystem (text2speech@1.17.9)
2200:             2             96  com.sun.crypto.provider.GaloisCounterMode$AESGCM (java.base@17.0.15)
2201:             3             96  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping (java.management@17.0.15)
2202:             2             96  com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap (java.management@17.0.15)
2203:             2             96  com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap (java.management@17.0.15)
2204:             2             96  com.sun.management.internal.GarbageCollectorExtImpl (jdk.management@17.0.15)
2205:             3             96  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap (java.xml@17.0.15)
2206:             3             96  com.sun.org.apache.xerces.internal.xni.QName (java.xml@17.0.15)
2207:             4             96  cpw.mods.jarhandling.SecureJar$Status (cpw.mods.securejarhandler)
2208:             4             96  cpw.mods.modlauncher.ModuleLayerHandler$LayerInfo (cpw.mods.modlauncher@10.0.9)
2209:             4             96  cpw.mods.modlauncher.TransformList (cpw.mods.modlauncher@10.0.9)
2210:             4             96  cpw.mods.modlauncher.TransformTargetLabel$LabelType (cpw.mods.modlauncher@10.0.9)
2211:             4             96  cpw.mods.modlauncher.api.IModuleLayerManager$Layer (cpw.mods.modlauncher@10.0.9)
2212:             4             96  cpw.mods.modlauncher.api.ITransformer$TargetType (cpw.mods.modlauncher@10.0.9)
2213:             4             96  cpw.mods.modlauncher.api.TransformerVoteResult (cpw.mods.modlauncher@10.0.9)
2214:             1             96  io.github.zekerzhayard.forgewrapper.installer.Installer$InstallV1Wrapper
2215:             4             96  io.netty.util.ResourceLeakDetector$Level (io.netty.common@4.1.82.Final)
2216:             3             96  java.io.BufferedOutputStream (java.base@17.0.15)
2217:             3             96  java.io.FileInputStream (java.base@17.0.15)
2218:             4             96  java.io.InputStreamReader (java.base@17.0.15)
2219:             3             96  java.lang.ProcessImpl$Platform (java.base@17.0.15)
2220:             3             96  java.lang.Runtime$Version (java.base@17.0.15)
2221:             3             96  java.lang.constant.DynamicConstantDesc$AnonymousDynamicConstantDesc (java.base@17.0.15)
2222:             4             96  java.lang.module.ModuleDescriptor$Modifier (java.base@17.0.15)
2223:             4             96  java.lang.module.ModuleDescriptor$Requires$Modifier (java.base@17.0.15)
2224:             1             96  java.net.FactoryURLClassLoader (java.base@17.0.15)
2225:             4             96  java.net.Inet4Address (java.base@17.0.15)
2226:             3             96  java.nio.file.attribute.FileTime (java.base@17.0.15)
2227:             4             96  java.text.Normalizer$Form (java.base@17.0.15)
2228:             4             96  java.time.ZoneRegion (java.base@17.0.15)
2229:             4             96  java.time.format.DateTimeFormatterBuilder$SettingsParser (java.base@17.0.15)
2230:             2             96  java.time.zone.ZoneOffsetTransitionRule (java.base@17.0.15)
2231:             4             96  java.util.Base64$Encoder (java.base@17.0.15)
2232:             6             96  java.util.Collections$UnmodifiableCollection (java.base@17.0.15)
2233:             3             96  java.util.HexFormat (java.base@17.0.15)
2234:             6             96  java.util.IdentityHashMap$Values (java.base@17.0.15)
2235:             3             96  java.util.PropertyPermission (java.base@17.0.15)
2236:             6             96  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@17.0.15)
2237:             4             96  java.util.concurrent.Executors$DefaultThreadFactory (java.base@17.0.15)
2238:             3             96  java.util.concurrent.Semaphore$NonfairSync (java.base@17.0.15)
2239:             3             96  java.util.concurrent.locks.AbstractQueuedSynchronizer$SharedNode (java.base@17.0.15)
2240:             1             96  java.util.jar.JarVerifier (java.base@17.0.15)
2241:             3             96  java.util.regex.Pattern$Behind (java.base@17.0.15)
2242:             2             96  java.util.regex.Pattern$GroupCurly (java.base@17.0.15)
2243:             4             96  java.util.regex.Pattern$Qtype (java.base@17.0.15)
2244:             4             96  java.util.stream.StreamShape (java.base@17.0.15)
2245:             2             96  javax.management.openmbean.TabularType (java.management@17.0.15)
2246:             4             96  jdk.dynalink.LinkerServicesImpl (jdk.dynalink@17.0.15)
2247:             4             96  jdk.dynalink.beans.GuardedInvocationComponent$ValidationType (jdk.dynalink@17.0.15)
2248:             4             96  jdk.dynalink.linker.support.DefaultInternalObjectFilter (jdk.dynalink@17.0.15)
2249:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@17.0.15)
2250:             6             96  jdk.internal.loader.ClassLoaderValue (java.base@17.0.15)
2251:             4             96  jdk.internal.logger.BootstrapLogger$LoggingBackend (java.base@17.0.15)
2252:             4             96  jdk.internal.math.FormattedFloatingDecimal$Form (java.base@17.0.15)
2253:             3             96  joptsimple.NonOptionArgumentSpec (jopt.simple@5.0.4)
2254:             2             96  net.minecraft.DetectedVersion (minecraft@1.20.1)
2255:             3             96  net.minecraft.client.AttackIndicatorStatus (minecraft@1.20.1)
2256:             3             96  net.minecraft.client.CloudStatus (minecraft@1.20.1)
2257:             3             96  net.minecraft.client.GraphicsStatus (minecraft@1.20.1)
2258:             4             96  net.minecraft.client.InputType (minecraft@1.20.1)
2259:             3             96  net.minecraft.client.ParticleStatus (minecraft@1.20.1)
2260:             3             96  net.minecraft.client.PrioritizeChunkUpdates (minecraft@1.20.1)
2261:             2             96  net.minecraft.client.gui.components.DebugScreenOverlay$AllocationRateCalculator (minecraft@1.20.1)
2262:             4             96  net.minecraft.client.gui.narration.NarratedElementType (minecraft@1.20.1)
2263:             2             96  net.minecraft.client.model.BookModel (minecraft@1.20.1)
2264:             2             96  net.minecraft.client.model.CreeperModel (minecraft@1.20.1)
2265:             2             96  net.minecraft.client.model.GuardianModel (minecraft@1.20.1)
2266:             2             96  net.minecraft.client.model.TropicalFishModelA (minecraft@1.20.1)
2267:             2             96  net.minecraft.client.model.TropicalFishModelB (minecraft@1.20.1)
2268:             2             96  net.minecraft.client.model.WitherBossModel (minecraft@1.20.1)
2269:             1             96  net.minecraft.client.model.WolfModel (minecraft@1.20.1)
2270:             3             96  net.minecraft.client.renderer.MultiBufferSource$BufferSource (minecraft@1.20.1)
2271:             3             96  net.minecraft.client.renderer.RenderStateShard$LineStateShard (minecraft@1.20.1)
2272:             3             96  net.minecraft.client.renderer.RenderStateShard$WriteMaskStateShard (minecraft@1.20.1)
2273:             1             96  net.minecraft.client.renderer.debug.DebugRenderer (minecraft@1.20.1)
2274:             3             96  net.minecraft.client.renderer.entity.NoopRenderer (minecraft@1.20.1)
2275:             1             96  net.minecraft.client.sounds.SoundEngine (minecraft@1.20.1)
2276:             6             96  net.minecraft.client.telemetry.TelemetryEventType$$Lambda$6012/0x0000000800e9e978 (minecraft@1.20.1)
2277:             3             96  net.minecraft.network.chat.ChatTypeDecoration$Parameter (minecraft@1.20.1)
2278:             3             96  net.minecraft.server.packs.repository.PackCompatibility (minecraft@1.20.1)
2279:             3             96  net.minecraft.util.ModCheck$Confidence (minecraft@1.20.1)
2280:             3             96  net.minecraft.util.datafix.fixes.AdvancementsRenameFix (minecraft@1.20.1)
2281:             2             96  net.minecraft.util.datafix.fixes.EntityVariantFix (minecraft@1.20.1)
2282:             6             96  net.minecraft.util.datafix.fixes.SimplestEntityRenameFix$$Lambda$2240/0x0000000800893608 (minecraft@1.20.1)
2283:             3             96  net.minecraft.util.datafix.fixes.WriteAndReadFix (minecraft@1.20.1)
2284:             4             96  net.minecraft.util.datafix.schemas.V1451_6$$Lambda$1993/0x0000000800858000 (minecraft@1.20.1)
2285:             6             96  net.minecraft.util.datafix.schemas.V702$$Lambda$1891/0x000000080083ce08 (minecraft@1.20.1)
2286:             6             96  net.minecraft.util.datafix.schemas.V99$$Lambda$1818/0x000000080081e000 (minecraft@1.20.1)
2287:             6             96  net.minecraft.util.valueproviders.IntProviderType$$Lambda$2922/0x0000000800a56fa8 (minecraft@1.20.1)
2288:             2             96  net.minecraft.world.effect.AttackDamageMobEffect (minecraft@1.20.1)
2289:             4             96  net.minecraft.world.entity.animal.IronGolem$Crackiness (minecraft@1.20.1)
2290:             3             96  net.minecraft.world.entity.player.ChatVisiblity (minecraft@1.20.1)
2291:             4             96  net.minecraft.world.item.CreativeModeTab$Type (minecraft@1.20.1)
2292:             6             96  net.minecraft.world.item.MobBucketItem$$Lambda$2598/0x00000008009d9e78 (minecraft@1.20.1)
2293:             6             96  net.minecraft.world.item.MobBucketItem$$Lambda$2599/0x00000008009da0a0 (minecraft@1.20.1)
2294:             6             96  net.minecraft.world.item.MobBucketItem$$Lambda$2600/0x00000008009da2c8 (minecraft@1.20.1)
2295:             4             96  net.minecraft.world.item.crafting.SimpleCookingSerializer (minecraft@1.20.1)
2296:             3             96  net.minecraft.world.item.enchantment.DamageEnchantment (minecraft@1.20.1)
2297:             4             96  net.minecraft.world.item.enchantment.Enchantment$Rarity (minecraft@1.20.1)
2298:             3             96  net.minecraft.world.item.enchantment.LootBonusEnchantment (minecraft@1.20.1)
2299:             4             96  net.minecraft.world.level.block.Blocks$$Lambda$1532/0x0000000800733d38 (minecraft@1.20.1)
2300:             1             96  net.minecraft.world.level.block.CarvedPumpkinBlock (minecraft@1.20.1)
2301:             1             96  net.minecraft.world.level.block.CaveVinesBlock (minecraft@1.20.1)
2302:             1             96  net.minecraft.world.level.block.EquipableCarvedPumpkinBlock (minecraft@1.20.1)
2303:             1             96  net.minecraft.world.level.block.FireBlock (minecraft@1.20.1)
2304:             1             96  net.minecraft.world.level.block.KelpBlock (minecraft@1.20.1)
2305:             1             96  net.minecraft.world.level.block.SculkVeinBlock (minecraft@1.20.1)
2306:             1             96  net.minecraft.world.level.block.TwistingVinesBlock (minecraft@1.20.1)
2307:             4             96  net.minecraft.world.level.block.WeatheringCopper$WeatherState (minecraft@1.20.1)
2308:             1             96  net.minecraft.world.level.block.WeepingVinesBlock (minecraft@1.20.1)
2309:             1             96  net.minecraft.world.level.block.entity.ChestBlockEntity (minecraft@1.20.1)
2310:             4             96  net.minecraft.world.level.block.entity.ShulkerBoxBlockEntity$AnimationStatus (minecraft@1.20.1)
2311:             1             96  net.minecraft.world.level.block.entity.TrappedChestBlockEntity (minecraft@1.20.1)
2312:             4             96  net.minecraft.world.level.block.state.properties.BellAttachType (minecraft@1.20.1)
2313:             6             96  net.minecraft.world.level.levelgen.DensityFunctions$Mapped$Type$$Lambda$4139/0x0000000800b6f3e8 (minecraft@1.20.1)
2314:             6             96  net.minecraft.world.level.levelgen.feature.treedecorators.TreeDecoratorType (minecraft@1.20.1)
2315:             6             96  net.minecraft.world.level.levelgen.heightproviders.HeightProviderType$$Lambda$2998/0x0000000800a68fc0 (minecraft@1.20.1)
2316:             4             96  net.minecraft.world.level.levelgen.structure.TerrainAdjustment (minecraft@1.20.1)
2317:             6             96  net.minecraft.world.level.levelgen.structure.templatesystem.RuleTestType$$Lambda$2744/0x0000000800a0ed80 (minecraft@1.20.1)
2318:             3             96  net.minecraft.world.level.levelgen.synth.PerlinSimplexNoise (minecraft@1.20.1)
2319:             4             96  net.minecraftforge.accesstransformer.AccessTransformer$FinalState (accesstransformers@8.0.4)
2320:             4             96  net.minecraftforge.accesstransformer.AccessTransformer$Modifier (accesstransformers@8.0.4)
2321:             6             96  net.minecraftforge.eventbus.ModLauncherFactory (net.minecraftforge.eventbus)
2322:             4             96  net.minecraftforge.fml.earlydisplay.ColourScheme$Colour (fmlearlydisplay@1.20.1-47.4.13)
2323:             3             96  net.minecraftforge.fml.earlydisplay.SimpleBufferBuilder$Element (fmlearlydisplay@1.20.1-47.4.13)
2324:             3             96  net.minecraftforge.fml.loading.progress.Message (fmlloader@1.20.1-47.4.13)
2325:             4             96  net.minecraftforge.fml.loading.progress.Message$MessageType (fmlloader@1.20.1-47.4.13)
2326:             4             96  net.minecraftforge.forgespi.locating.IModFile$Type (net.minecraftforge.forgespi@7.0.1)
2327:             3             96  net.minecraftforge.installer.HashFunction
2328:             6             96  net.minecraftforge.registries.RegistryBuilder$$Lambda$1340/0x00000008006147a0 (forge@47.4.13)
2329:             6             96  net.minecraftforge.registries.RegistryBuilder$$Lambda$1341/0x00000008006149c8 (forge@47.4.13)
2330:             3             96  net.minecraftforge.registries.RegistryManager (forge@47.4.13)
2331:             4             96  net.minecrell.terminalconsole.util.LoggerNamePatternSelector$LoggerNameSelector (terminalconsoleappender@1.2.0)
2332:             3             96  org.antlr.v4.runtime.VocabularyImpl (org.antlr.antlr4.runtime@4.9.1)
2333:             2             96  org.apache.logging.log4j.core.appender.rolling.RollingFileManager$EmptyQueue (org.apache.logging.log4j.core@2.19.0)
2334:             4             96  org.apache.logging.log4j.core.config.AppenderRef (org.apache.logging.log4j.core@2.19.0)
2335:             4             96  org.apache.logging.log4j.core.jmx.AppenderAdmin (org.apache.logging.log4j.core@2.19.0)
2336:             4             96  org.apache.logging.log4j.core.jmx.LoggerConfigAdmin (org.apache.logging.log4j.core@2.19.0)
2337:             2             96  org.apache.logging.log4j.core.lookup.RuntimeStrSubstitutor (org.apache.logging.log4j.core@2.19.0)
2338:             4             96  org.apache.logging.log4j.core.pattern.MarkerSimpleNamePatternConverter (org.apache.logging.log4j.core@2.19.0)
2339:             4             96  org.apache.logging.log4j.core.pattern.NameAbbreviator$MaxElementAbbreviator (org.apache.logging.log4j.core@2.19.0)
2340:             3             96  org.apache.logging.log4j.core.util.Log4jThreadFactory (org.apache.logging.log4j.core@2.19.0)
2341:             3             96  org.apache.logging.log4j.core.util.datetime.FastDatePrinter (org.apache.logging.log4j.core@2.19.0)
2342:             3             96  org.apache.logging.log4j.core.util.datetime.FixedDateFormat$FixedTimeZoneFormat (org.apache.logging.log4j.core@2.19.0)
2343:             4             96  org.lwjgl.system.Platform$Architecture (org.lwjgl@3.3.1+7)
2344:             4             96  org.lwjgl.system.linux.LinuxLibrary (org.lwjgl@3.3.1+7)
2345:             3             96  org.openjdk.nashorn.internal.ir.LiteralNode$BooleanLiteralNode (org.openjdk.nashorn)
2346:             3             96  org.openjdk.nashorn.internal.ir.LiteralNode$NullLiteralNode (org.openjdk.nashorn)
2347:             4             96  org.openjdk.nashorn.internal.runtime.GlobalConstants (org.openjdk.nashorn)
2348:             1             96  org.openjdk.nashorn.internal.runtime.StructureLoader (org.openjdk.nashorn)
2349:             4             96  org.openjdk.nashorn.internal.runtime.arrays.NonExtensibleArrayFilter (org.openjdk.nashorn)
2350:             4             96  org.spongepowered.asm.mixin.MixinEnvironment$Option$Inherit (org.spongepowered.mixin)
2351:             4             96  org.spongepowered.asm.mixin.MixinEnvironment$Phase (org.spongepowered.mixin)
2352:             4             96  org.spongepowered.asm.mixin.transformer.MixinCoprocessor$ProcessResult (org.spongepowered.mixin)
2353:             4             96  org.spongepowered.asm.service.modlauncher.LoggerAdapterLog4j2 (org.spongepowered.mixin)
2354:             3             96  sun.net.spi.DefaultProxySelector$NonProxyInfo (java.base@17.0.15)
2355:             6             96  sun.security.provider.NativePRNG (java.base@17.0.15)
2356:             3             96  sun.security.ssl.CipherSuite$HashAlg (java.base@17.0.15)
2357:             4             96  sun.security.ssl.CipherType (java.base@17.0.15)
2358:             3             96  sun.security.ssl.ECPointFormatsExtension$ECPointFormat (java.base@17.0.15)
2359:             3             96  sun.security.ssl.SSLTrafficKeyDerivation$KeySchedule (java.base@17.0.15)
2360:             3             96  sun.security.ssl.SignatureScheme$SigAlgParamSpec (java.base@17.0.15)
2361:             3             96  sun.security.util.DisabledAlgorithmConstraints$DenyAfterConstraint (java.base@17.0.15)
2362:             4             96  sun.security.util.DisabledAlgorithmConstraints$UsageConstraint (java.base@17.0.15)
2363:             3             96  sun.security.x509.NetscapeCertTypeExtension (java.base@17.0.15)
2364:             3             96  sun.util.locale.provider.LocaleResources (java.base@17.0.15)
2365:             1             88  [Ljava.util.concurrent.ConcurrentMap; (java.base@17.0.15)
2366:             1             88  [Lnet.minecraft.client.RecipeBookCategories; (minecraft@1.20.1)
2367:             1             88  [Lnet.minecraft.client.resources.DefaultPlayerSkin$SkinType; (minecraft@1.20.1)
2368:             3             88  [Lnet.minecraft.world.level.block.Block; (minecraft@1.20.1)
2369:             3             88  [Lnet.minecraft.world.level.block.MultifaceSpreader$SpreadType; (minecraft@1.20.1)
2370:             3             88  [Lorg.apache.logging.log4j.core.pattern.FormattingInfo; (org.apache.logging.log4j.core@2.19.0)
2371:             1             88  [Lorg.openjdk.nashorn.internal.ir.RuntimeNode$Request; (org.openjdk.nashorn)
2372:             1             88  [Lsun.security.ssl.CipherSuite$KeyExchange; (java.base@17.0.15)
2373:             1             88  com.google.gson.Gson
2374:             1             88  net.minecraft.client.model.AxolotlModel (minecraft@1.20.1)
2375:             1             88  net.minecraft.client.model.BeeModel (minecraft@1.20.1)
2376:             1             88  net.minecraft.client.model.EndermanModel (minecraft@1.20.1)
2377:             1             88  net.minecraft.client.model.WardenModel (minecraft@1.20.1)
2378:             1             88  net.minecraft.world.level.block.CaveVinesPlantBlock (minecraft@1.20.1)
2379:             1             88  net.minecraft.world.level.block.GlowLichenBlock (minecraft@1.20.1)
2380:             1             88  net.minecraft.world.level.block.KelpPlantBlock (minecraft@1.20.1)
2381:             1             88  net.minecraft.world.level.block.LayeredCauldronBlock (minecraft@1.20.1)
2382:             1             88  net.minecraft.world.level.block.PowderSnowCauldronBlock (minecraft@1.20.1)
2383:             1             88  net.minecraft.world.level.block.TwistingVinesPlantBlock (minecraft@1.20.1)
2384:             1             88  net.minecraft.world.level.block.WeepingVinesPlantBlock (minecraft@1.20.1)
2385:             1             88  net.minecraft.world.level.block.WitherRoseBlock (minecraft@1.20.1)
2386:             1             88  net.minecraft.world.level.block.entity.ConduitBlockEntity (minecraft@1.20.1)
2387:             1             88  org.openjdk.nashorn.internal.scripts.JO12 (org.openjdk.nashorn.structures)
2388:             1             88  sun.security.ssl.TransportContext (java.base@17.0.15)
2389:             1             80  [Lcom.mojang.blaze3d.platform.GlStateManager$SourceFactor; (minecraft@1.20.1)
2390:             2             80  [Ljava.lang.OutOfMemoryError; (java.base@17.0.15)
2391:             1             80  [Ljava.time.temporal.ChronoUnit; (java.base@17.0.15)
2392:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@17.0.15)
2393:             2             80  [Lnet.minecraft.client.gui.font.providers.GlyphProviderType; (minecraft@1.20.1)
2394:             2             80  [Lnet.minecraft.client.renderer.FaceInfo; (minecraft@1.20.1)
2395:             1             80  [Lnet.minecraft.client.resources.model.BlockModelRotation; (minecraft@1.20.1)
2396:             1             80  [Lnet.minecraft.client.resources.model.Material; (minecraft@1.20.1)
2397:             2             80  [Lnet.minecraft.client.telemetry.TelemetryProperty$GameMode; (minecraft@1.20.1)
2398:             1             80  [Lnet.minecraft.world.level.block.entity.ShulkerBoxBlockEntity; (minecraft@1.20.1)
2399:             2             80  [Lnet.minecraft.world.level.block.state.properties.DripstoneThickness; (minecraft@1.20.1)
2400:             2             80  [Lnet.minecraft.world.level.block.state.properties.StairsShape; (minecraft@1.20.1)
2401:             2             80  [Lnet.minecraft.world.level.levelgen.structure.structures.RuinedPortalPiece$VerticalPlacement; (minecraft@1.20.1)
2402:             3             80  [Lnet.minecraft.world.level.levelgen.synth.SimplexNoise; (minecraft@1.20.1)
2403:             1             80  [Lnet.minecraft.world.phys.Vec3; (minecraft@1.20.1)
2404:             1             80  [Lnet.minecraftforge.client.model.IQuadTransformer; (forge@47.4.13)
2405:             2             80  [Lnet.minecraftforge.fml.ModLoadingPhase; (fmlcore@1.20.1-47.4.13)
2406:             4             80  [Lorg.apache.logging.log4j.core.config.AppenderRef; (org.apache.logging.log4j.core@2.19.0)
2407:             2             80  [Lsun.security.jca.ProviderConfig; (java.base@17.0.15)
2408:             1             80  [Lsun.security.ssl.SSLCipher; (java.base@17.0.15)
2409:             1             80  [[Lorg.antlr.v4.runtime.atn.ATNConfig; (org.antlr.antlr4.runtime@4.9.1)
2410:             5             80  com.electronwill.nightconfig.core.InMemoryFormat (com.electronwill.nightconfig.core@3.6.4)
2411:             5             80  com.google.gson.internal.$Gson$Types$GenericArrayTypeImpl
2412:             2             80  com.mojang.blaze3d.shaders.Program$Type (minecraft@1.20.1)
2413:             5             80  com.mojang.serialization.MapCodec$$Lambda$1113/0x000000080057cfd0 (datafixerupper@6.0.8)
2414:             2             80  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping (java.management@17.0.15)
2415:             2             80  it.unimi.dsi.fastutil.shorts.Short2ObjectArrayMap (it.unimi.dsi.fastutil@8.5.9)
2416:             2             80  java.lang.invoke.BoundMethodHandle$Species_D (java.base@17.0.15)
2417:             2             80  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@17.0.15)
2418:             2             80  java.lang.invoke.VarHandleReferences$Array (java.base@17.0.15)
2419:             2             80  java.lang.invoke.VarHandleReferences$FieldStaticReadWrite (java.base@17.0.15)
2420:             2             80  java.net.InetAddress$CachedAddresses (java.base@17.0.15)
2421:             2             80  java.time.format.DateTimeFormatterBuilder$FractionPrinterParser (java.base@17.0.15)
2422:             2             80  java.util.Locale$Category (java.base@17.0.15)
2423:             5             80  java.util.TreeMap$KeySet (java.base@17.0.15)
2424:             5             80  java.util.TreeSet (java.base@17.0.15)
2425:             1             80  jdk.internal.event.X509CertificateEvent (java.base@17.0.15)
2426:             1             80  jdk.internal.icu.impl.NormalizerImpl (java.base@17.0.15)
2427:             2             80  jdk.internal.icu.impl.Trie2$UTrie2Header (java.base@17.0.15)
2428:             2             80  jdk.internal.loader.URLClassPath (java.base@17.0.15)
2429:             5             80  jdk.proxy1.$Proxy0 (jdk.proxy1)
2430:             5             80  jdk.proxy1.$Proxy8 (jdk.proxy1)
2431:             5             80  jdk.proxy1.$Proxy9 (jdk.proxy1)
